Type,Priority,Content,File,Line
Unchecked Task,medium,"Implement notification actions","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",326
Unchecked Task,medium,"Implement camera integration","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",329
Unchecked Task,medium,"Build wound photo capture flow","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",330
Unchecked Task,medium,"Add image compression","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",331
Unchecked Task,medium,"Create photo gallery view","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",332
Unchecked Task,medium,"Implement image upload with retry","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",333
Unchecked Task,medium,"Add photo annotation tools","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",334
Unchecked Task,medium,"Comprehensive testing on real devices","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",348
Unchecked Task,medium,"Performance optimization","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",349
Unchecked Task,medium,"Accessibility audit and fixes","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",350
Unchecked Task,medium,"App Store assets preparation","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",351
Unchecked Task,medium,"Beta testing with TestFlight/Play Console","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",352
Unchecked Task,medium,"Production deployment setup","docs/REACT_NATIVE_APP_IMPLEMENTATION_PLAN.md",353
REFACTOR,medium,"ing Implementation Plan","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1
TODO Section,medium,"**1. Remove from Type Definitions**

- [ ] `/src/types/index.ts` (line 40)
  ```typescript
  // REMOVE THIS LINE:
  isOverdue?: boolean // Is the task pending/in-progress AND past due
  ```

- [ ] `/src/lib/mobile-sdk/types.ts` (line 99)
  ```typescript
  // REMOVE THIS LINE:
  isOverdue?: boolean // Is the task pending/in-progress AND past due
  ```

**2. Remove from TaskTranslator**

- [ ] `/src/lib/api/translators/TaskTranslator.ts` (lines 159-190)

  **Before:**
  ```typescript
  private static calculateTimelineFields(scheduledTime: Date, procedureDate: Date, status?: string): {
    weekNumber: number;
    postOpDay: number;
    dayOfWeek: string;
    isPast: boolean;
    isOverdue: boolean; // REMOVE THIS
  } {
    // ... existing code ...
    const isOverdue = isPast && (status === 'pending' || status === 'in-progress'); // REMOVE THIS

    return {
      weekNumber,
      postOpDay,
      dayOfWeek,
      isPast,
      isOverdue // REMOVE THIS
    };
  }
  ```

  **After:**
  ```typescript
  private static calculateTimelineFields(scheduledTime: Date, procedureDate: Date, status?: string): {
    weekNumber: number;
    postOpDay: number;
    dayOfWeek: string;
    isPast: boolean;
  } {
    // ... existing code (keep as-is) ...

    return {
      weekNumber,
      postOpDay,
      dayOfWeek,
      isPast
    };
  }
  ```

**3. Keep Helper Methods (No Changes Needed)**

- [ ] `/src/lib/api/translators/NotificationTranslator.ts` (line 236)
  - **Keep as-is** - This is a static helper method for checking notification overdue status
  - Not part of API response, used internally only

- [ ] `/src/lib/api/translators/MilestoneTranslator.ts` (line 223)
  - **Keep as-is** - This is a static helper method for checking milestone overdue status
  - Not part of API response, used internally only

**4. Update API Documentation**

- [ ] `/src/app/api/mobile/v1/README.md` (lines 138, 156, 185)
  - Remove `isOverdue` from example JSON responses
  - Remove from field documentation list
  - Update any references to overdue task filtering

**5. Testing Checklist**

- [ ] Verify web app still compiles (`npm run build`)
- [ ] Verify no TypeScript errors
- [ ] Test timeline view displays correctly
- [ ] Test task completion flows work
- [ ] Test mobile API endpoints return valid responses
- [ ] Verify mobile SDK types compile
- [ ] Run existing test suites","docs/REFACTORING_IMPLEMENTATION_PLAN.md",40
Unchecked Task,medium,"`/src/types/index.ts` (line 40)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",43
Unchecked Task,medium,"`/src/lib/mobile-sdk/types.ts` (line 99)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",49
Unchecked Task,medium,"`/src/lib/api/translators/TaskTranslator.ts` (lines 159-190)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",57
Unchecked Task,medium,"`/src/lib/api/translators/NotificationTranslator.ts` (line 236)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",102
Unchecked Task,medium,"`/src/lib/api/translators/MilestoneTranslator.ts` (line 223)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",106
Unchecked Task,medium,"`/src/app/api/mobile/v1/README.md` (lines 138, 156, 185)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",112
Unchecked Task,medium,"Verify web app still compiles (`npm run build`)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",119
Unchecked Task,medium,"Verify no TypeScript errors","docs/REFACTORING_IMPLEMENTATION_PLAN.md",121
Unchecked Task,medium,"Test timeline view displays correctly","docs/REFACTORING_IMPLEMENTATION_PLAN.md",122
Unchecked Task,medium,"Test task completion flows work","docs/REFACTORING_IMPLEMENTATION_PLAN.md",123
Unchecked Task,medium,"Test mobile API endpoints return valid responses","docs/REFACTORING_IMPLEMENTATION_PLAN.md",124
Unchecked Task,medium,"Verify mobile SDK types compile","docs/REFACTORING_IMPLEMENTATION_PLAN.md",125
Unchecked Task,medium,"Run existing test suites","docs/REFACTORING_IMPLEMENTATION_PLAN.md",126
Unchecked Task,medium,"Create `/src/utils/restrictionCalculations.ts`","docs/REFACTORING_IMPLEMENTATION_PLAN.md",187
Unchecked Task,medium,"Create `/src/utils/__tests__/restrictionCalculations.test.ts`","docs/REFACTORING_IMPLEMENTATION_PLAN.md",335
Unchecked Task,medium,"`/src/lib/api/translators/TaskTranslator.ts` (lines 195-270)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",462
Unchecked Task,medium,"`/src/components/timeline/ModernTimelineView.tsx` (lines 186-240)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",512
Unchecked Task,medium,"`/src/app/api/mobile/v1/analytics/recovery/route.ts` (lines 236-254)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",569
Unchecked Task,medium,"Test restriction calculations produce consistent results","docs/REFACTORING_IMPLEMENTATION_PLAN.md",598
Unchecked Task,medium,"Test web timeline shows correct days remaining","docs/REFACTORING_IMPLEMENTATION_PLAN.md",600
Unchecked Task,medium,"Test mobile analytics API returns correct restriction counts","docs/REFACTORING_IMPLEMENTATION_PLAN.md",601
Unchecked Task,medium,"Test edge cases:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",602
Unchecked Task,medium,"Restriction starts on day 1","docs/REFACTORING_IMPLEMENTATION_PLAN.md",603
Unchecked Task,medium,"Restriction starts later (day 7+)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",604
Unchecked Task,medium,"Restriction spans multiple weeks","docs/REFACTORING_IMPLEMENTATION_PLAN.md",605
Unchecked Task,medium,"Restriction is completed","docs/REFACTORING_IMPLEMENTATION_PLAN.md",606
Unchecked Task,medium,"Missing metadata (uses defaults)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",607
Unchecked Task,medium,"Search for local timeline calculations:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",635
Unchecked Task,medium,"For each component found:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",644
Unchecked Task,medium,"Create utility function to ensure fields are present:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",652
Unchecked Task,medium,"Add JSDoc to TaskTranslator explaining timeline fields are source of truth","docs/REFACTORING_IMPLEMENTATION_PLAN.md",692
Unchecked Task,medium,"Add comment in types/index.ts explaining these are API-calculated","docs/REFACTORING_IMPLEMENTATION_PLAN.md",694
Unchecked Task,medium,"Verify no broken UI components","docs/REFACTORING_IMPLEMENTATION_PLAN.md",697
Unchecked Task,medium,"Check console for any timeline field errors","docs/REFACTORING_IMPLEMENTATION_PLAN.md",699
Unchecked Task,medium,"Test tasks display in correct weeks/days","docs/REFACTORING_IMPLEMENTATION_PLAN.md",700
NOTE,low,"** While `calculateDaysSinceProcedure` and `calculateWeekNumber` are already shared (good!), the **grouping and aggregation** logic that uses them is duplicated.","docs/REFACTORING_IMPLEMENTATION_PLAN.md",713
Unchecked Task,medium,"Create `/src/utils/taskGrouping.ts`","docs/REFACTORING_IMPLEMENTATION_PLAN.md",718
Unchecked Task,medium,"Replace `groupTasksByDay` function with import","docs/REFACTORING_IMPLEMENTATION_PLAN.md",831
Unchecked Task,medium,"Replace `calculateDailyAggregates` task counting with `countTasksByDay`","docs/REFACTORING_IMPLEMENTATION_PLAN.md",835
Unchecked Task,medium,"Replace `calculateWeeklyAggregates` task counting with `countTasksByWeek`","docs/REFACTORING_IMPLEMENTATION_PLAN.md",837
Unchecked Task,medium,"Test grouping with various task distributions","docs/REFACTORING_IMPLEMENTATION_PLAN.md",840
Unchecked Task,medium,"Test edge cases (tasks on day 1, tasks spanning weeks)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",842
Unchecked Task,medium,"Review `/src/lib/api/input-sanitization.ts` to ensure it has all needed features","docs/REFACTORING_IMPLEMENTATION_PLAN.md",865
Unchecked Task,medium,"Ensure it exports:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",867
Unchecked Task,medium,"Replace sanitization functions with imports:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",874
Unchecked Task,medium,"Replace sanitization functions with imports:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",885
Unchecked Task,medium,"If concerned about external dependencies, add deprecation warnings:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",897
Unchecked Task,medium,"Search for old sanitization function imports:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",911
Unchecked Task,medium,"Update to use `@/lib/api/input-sanitization`","docs/REFACTORING_IMPLEMENTATION_PLAN.md",917
Unchecked Task,medium,"Verify all API endpoints still sanitize inputs correctly","docs/REFACTORING_IMPLEMENTATION_PLAN.md",920
Unchecked Task,medium,"Test XSS prevention still works","docs/REFACTORING_IMPLEMENTATION_PLAN.md",922
Unchecked Task,medium,"Run security-focused tests","docs/REFACTORING_IMPLEMENTATION_PLAN.md",923
Unchecked Task,medium,"Add to `/src/lib/api/mobile/validation-utils.ts`:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",941
Unchecked Task,medium,"Search for Zod error handling:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",961
Unchecked Task,medium,"Update each API route to use standard handler:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",969
Unchecked Task,medium,"Add JSDoc to validation-utils explaining standard error handling","docs/REFACTORING_IMPLEMENTATION_PLAN.md",994
Unchecked Task,medium,"Create example in API documentation","docs/REFACTORING_IMPLEMENTATION_PLAN.md",996
Unchecked Task,medium,"Test validation errors return consistent format","docs/REFACTORING_IMPLEMENTATION_PLAN.md",999
Unchecked Task,medium,"Verify error messages are user-friendly","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1001
Unchecked Task,medium,"Check mobile app can parse errors correctly","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1002
Unchecked Task,medium,"Search for normalization duplicates:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1018
Unchecked Task,medium,"Add JSDoc to `/src/lib/validation/schemas.ts`:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1029
Unchecked Task,medium,"Add comprehensive tests for edge cases:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1053
Unchecked Task,medium,"Ensure all API endpoints use these functions","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1071
Unchecked Task,medium,"Check that no endpoints do manual normalization","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1073
Unchecked Task,medium,"Search for potential duplicates:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1091
Unchecked Task,medium,"Replace with TaskTranslator usage","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1099
Unchecked Task,medium,"Add comment to TaskTranslator:","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1103
NOTE,low,"** The `extractRestrictionDuration()` function in Phase 1.1 already solves this.","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1123
Unchecked Task,medium,"Timeline displays correctly with restrictions","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1134
Unchecked Task,medium,"Task completion works","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1135
Unchecked Task,medium,"Week/day navigation works","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1136
Unchecked Task,medium,"Restriction progress shows correctly","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1137
Unchecked Task,medium,"No console errors","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1138
Unchecked Task,medium,"All endpoints return valid responses","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1141
Unchecked Task,medium,"Task sync works correctly","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1142
Unchecked Task,medium,"Analytics endpoints return correct data","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1143
Unchecked Task,medium,"Error messages are well-formatted","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1144
Unchecked Task,medium,"No breaking changes for mobile app","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1145
Unchecked Task,medium,"Web and mobile show same restriction days remaining","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1148
Unchecked Task,medium,"Both platforms calculate same week numbers","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1149
Unchecked Task,medium,"Task status consistent between platforms","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1150
Unchecked Task,medium,"Missing metadata (uses defaults)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1153
Unchecked Task,medium,"Tasks on day 1","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1154
Unchecked Task,medium,"Tasks spanning multiple weeks","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1155
Unchecked Task,medium,"Completed restrictions","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1156
Unchecked Task,medium,"Very long restrictions (90+ days)","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1157
Unchecked Task,medium,"Shared utilities don't slow down API responses","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1160
Unchecked Task,medium,"No N+1 query issues","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1161
Unchecked Task,medium,"Bundle size not significantly increased","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1162
Unchecked Task,medium,"Update `/src/app/api/mobile/v1/README.md`","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1171
Unchecked Task,medium,"Update `/docs/CODE_DUPLICATION_ANALYSIS.md`","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1176
Unchecked Task,medium,"Create `/docs/SHARED_UTILITIES.md`","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1180
Unchecked Task,medium,"Update component documentation","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1185
Unchecked Task,medium,"Update mobile SDK documentation","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1189
Unchecked Task,medium,"Zero restriction calculation duplications","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1502
Unchecked Task,medium,"Zero task status calculation duplications","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1503
Unchecked Task,medium,"Zero sanitization duplications","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1504
Unchecked Task,medium,"Consistent validation error formatting across all endpoints","docs/REFACTORING_IMPLEMENTATION_PLAN.md",1505
